AWS EKS,AWS RDS Postgres,AWS RDS Aurora,AWS Step Functions,AWS Lambda Container,AWS Lambda Code,AWS S3,AWS DynamoDB,AWS EC2,AWS CloudFormation,AWS SageMaker,AWS Redshift,AWS Elastic Beanstalk,AWS API Gateway,Cloud Lock-in Score
7,10,19,11,3,1,15,16,4,4,4,0,2,15,48
8,18,11,9,1,13,15,3,13,15,16,10,9,19,71
5,16,6,9,16,9,16,18,3,0,11,4,4,19,64
0,3,18,16,18,10,15,5,4,3,12,19,17,14,78
5,12,16,1,15,0,16,4,13,0,6,3,16,0,43
7,18,3,7,9,10,2,7,14,11,17,3,8,8,56
5,7,18,15,10,5,13,3,9,11,14,1,12,17,64
16,3,11,6,15,5,14,17,18,10,15,18,15,12,79
0,12,1,17,16,13,1,6,10,5,8,1,18,16,61
10,0,7,14,19,12,1,5,10,13,6,7,17,16,67
19,16,12,13,9,16,9,4,2,6,18,13,10,2,72
8,12,5,8,17,18,11,9,1,7,2,10,4,18,63
4,1,16,5,13,0,13,7,5,0,10,16,14,3,51
1,3,0,16,14,13,15,0,16,3,4,0,5,19,47
5,6,5,17,7,6,12,10,7,18,13,10,5,9,61
16,8,12,6,6,2,16,12,12,12,19,12,3,15,66
18,8,1,6,10,9,2,16,17,16,8,15,1,18,65
4,11,2,1,0,3,16,13,13,10,9,0,13,16,44
4,2,11,1,16,13,12,18,0,0,14,8,15,10,63
0,19,13,7,6,13,0,16,2,0,1,5,9,1,46
15,3,14,8,4,5,13,8,14,13,2,18,12,9,60
12,15,7,17,2,7,19,17,3,11,11,10,18,6,71
1,12,3,11,12,7,14,16,10,14,17,10,15,8,70
17,10,2,13,16,7,14,14,12,8,19,11,17,16,80
4,19,15,4,16,17,7,10,1,5,9,8,12,18,71
17,18,11,11,10,7,8,3,4,0,2,4,5,17,51
8,16,5,18,16,17,11,8,5,18,8,13,5,11,77
0,1,5,10,7,10,6,17,5,9,16,19,6,4,60
7,12,8,5,15,19,4,7,6,9,14,0,11,2,58
8,6,2,11,0,6,19,13,19,16,2,6,0,15,48
0,0,7,11,7,12,14,17,4,2,18,15,15,8,67
16,10,6,5,7,19,13,15,5,12,5,2,15,0,58
4,9,10,6,4,11,16,10,11,19,9,9,1,3,53
16,11,13,18,1,14,5,13,18,14,19,16,3,13,81
14,16,7,14,6,4,4,5,8,10,5,15,3,5,52
7,17,16,14,18,8,16,5,11,3,3,18,2,16,70
16,19,14,12,10,18,13,3,3,16,4,2,3,17,67
18,4,3,17,9,19,2,8,3,15,8,2,12,9,63
17,8,8,8,6,7,18,5,14,7,14,11,11,11,62
19,18,14,18,0,9,3,2,1,6,3,13,19,17,67
4,19,5,0,17,1,11,4,18,3,19,13,1,19,58
8,7,15,9,16,0,12,17,6,10,18,3,8,8,64
1,0,15,1,12,1,12,15,17,19,16,11,18,4,64
1,4,12,16,19,6,3,8,18,15,1,2,18,3,58
19,2,19,19,16,15,4,11,16,7,10,17,16,18,91
8,8,5,4,7,6,13,9,15,6,7,3,3,14,44
8,19,18,19,12,0,7,2,6,2,13,9,7,18,66
5,4,4,5,12,10,16,16,11,2,1,19,19,17,65
19,3,17,15,19,16,14,13,1,0,7,13,17,9,80
3,11,12,6,0,6,5,19,5,15,5,0,17,5,50
16,5,8,0,19,16,14,9,11,2,4,11,13,2,58
11,13,2,9,16,18,0,19,12,16,0,3,8,16,67
3,1,8,5,8,5,0,18,14,14,17,1,0,19,53
13,15,4,19,17,1,12,19,17,8,12,10,1,0,65
9,8,1,19,14,18,8,13,6,14,15,8,6,6,72
4,19,10,16,11,19,8,7,11,1,13,16,3,9,72
6,10,5,19,1,10,11,8,8,18,3,14,0,16,59
18,1,2,1,8,13,13,11,3,3,18,13,9,13,60
15,16,19,5,11,12,13,19,0,14,1,2,19,5,69
6,14,11,6,11,7,13,1,4,8,10,5,13,19,58
18,6,12,9,13,14,19,3,17,13,11,14,8,8,72
16,12,14,1,3,0,4,16,16,5,0,5,11,9,44
4,15,15,9,4,4,2,18,11,7,8,2,16,1,53
13,17,19,15,11,6,8,17,15,19,17,10,7,18,88
10,17,8,9,10,18,12,7,15,4,3,3,7,16,60
7,11,4,18,15,8,19,19,17,5,16,13,3,10,75
14,4,2,2,2,4,6,14,6,1,7,12,13,8,43
0,19,6,5,14,1,17,19,15,18,17,5,11,19,72
14,7,15,10,3,14,11,14,8,2,6,0,3,17,55
1,5,19,3,9,4,6,13,10,15,18,1,10,2,54
1,9,5,9,8,16,15,1,4,10,10,6,6,14,54
16,9,8,2,15,8,19,11,0,4,9,10,11,12,61
1,14,12,4,18,11,0,9,4,6,10,6,15,10,61
15,16,19,17,18,14,6,15,6,19,5,0,19,19,88
3,3,4,19,2,11,2,11,3,10,11,5,3,15,53
8,4,19,10,17,14,7,16,9,14,7,0,9,9,68
6,17,10,17,8,3,8,19,10,16,0,7,5,11,61
19,11,15,16,12,12,13,14,15,0,18,6,3,18,78
2,16,1,9,9,4,18,16,16,12,17,14,1,5,61
4,11,2,15,6,5,6,3,4,9,17,15,16,9,61
5,17,6,11,4,19,0,1,8,4,19,17,6,5,62
17,8,16,14,5,0,9,15,18,15,15,18,12,0,72
18,9,0,10,11,1,11,6,5,13,18,14,7,11,61
3,5,12,7,18,0,6,2,6,12,10,17,1,4,50
3,5,17,7,2,4,13,1,7,5,2,13,10,8,43
1,12,19,8,1,18,8,9,2,9,18,11,1,16,67
2,2,19,2,18,15,10,17,9,10,16,15,18,11,82
11,12,1,6,15,10,7,8,6,16,19,14,16,4,70
14,14,9,9,14,10,3,7,2,5,5,4,3,6,50
7,11,11,16,6,10,5,3,12,4,0,2,0,13,44
19,7,3,0,17,11,6,3,19,15,13,2,10,5,54
9,8,10,19,16,13,16,16,13,14,11,6,15,19,86
9,16,3,1,15,13,16,19,12,15,16,9,7,16,75
7,3,5,6,10,12,15,9,6,13,19,15,16,16,73
0,0,10,10,17,3,2,16,18,11,3,4,6,15,53
3,7,17,0,16,10,15,6,12,12,18,13,11,17,73
1,14,15,15,19,13,17,8,10,18,8,11,3,5,73
2,17,5,14,6,16,3,19,6,6,15,9,18,18,77
15,18,2,0,14,9,10,6,14,15,18,15,9,12,69
7,2,14,9,17,16,0,17,12,12,2,10,4,14,67
6,2,3,14,5,19,13,8,13,17,4,11,10,6,60
9,18,13,4,16,14,3,0,12,13,14,0,5,13,61
9,13,8,19,13,13,12,5,8,5,14,4,9,8,66
2,6,15,10,12,15,1,5,12,0,11,11,14,14,64
9,1,4,19,17,17,1,2,5,2,11,17,9,1,62
17,6,4,3,4,2,4,1,14,0,1,13,2,9,31
3,18,5,18,13,12,0,13,6,3,19,5,2,12,66
8,12,16,6,15,11,6,11,6,13,1,0,17,1,57
3,17,1,16,14,9,4,13,0,17,0,19,4,14,66
3,16,2,19,2,16,7,19,13,0,3,16,5,16,65
9,4,13,16,19,3,14,8,8,4,18,15,4,2,66
5,8,3,14,7,6,18,9,4,17,9,18,17,0,63
3,0,17,9,0,10,4,14,2,12,1,5,5,12,46
9,12,2,1,12,10,17,0,9,13,1,18,11,19,58
2,2,8,12,10,4,11,3,6,12,10,13,13,19,60
16,19,5,15,4,13,7,1,5,5,7,12,10,15,62
17,9,11,0,4,5,17,14,13,15,0,2,7,0,43
6,1,11,13,6,2,17,3,3,13,8,18,0,14,54
18,7,13,10,8,17,4,10,14,1,13,9,7,12,66
6,13,19,10,10,6,18,5,10,1,13,0,6,8,54
12,1,9,2,17,3,6,5,5,12,17,6,3,16,53
8,19,3,0,18,1,18,10,16,12,6,1,14,6,52
8,11,7,7,16,0,14,5,0,11,8,16,6,6,54
2,19,6,6,0,19,0,17,16,19,2,5,6,8,56
10,18,10,2,8,9,2,17,9,17,9,9,3,15,63
7,9,2,3,18,19,10,16,11,13,13,18,15,5,77
12,11,15,3,3,17,19,4,0,1,16,15,12,1,61
12,2,0,15,2,18,1,12,4,10,0,7,14,2,49
13,3,19,10,4,1,12,16,3,18,12,13,5,7,63
11,17,15,4,1,6,0,6,11,13,14,0,7,19,54
9,10,9,13,1,1,5,15,13,1,18,0,16,0,50
9,1,17,18,18,3,11,1,19,6,0,7,15,18,63
19,18,14,15,19,8,12,4,4,11,15,15,5,12,80
15,12,4,7,0,1,12,7,5,4,0,10,9,17,42
8,3,7,6,7,1,5,7,5,3,2,15,12,10,43
7,15,18,16,12,13,15,16,16,4,16,4,1,19,78
6,1,3,5,9,15,6,11,1,12,16,18,1,18,63
3,10,2,19,1,1,9,9,14,6,4,11,9,3,44
16,1,5,18,5,14,14,19,18,10,12,10,17,1,72
17,11,6,1,2,12,18,15,6,11,10,17,5,7,61
12,9,9,4,12,6,2,0,14,1,2,12,2,19,45
11,3,4,16,9,17,10,18,1,9,18,9,14,15,78
8,19,8,14,14,15,13,19,3,7,11,0,7,19,74
10,9,16,17,5,5,4,1,0,0,15,11,17,8,60
11,13,16,4,14,16,1,18,16,10,5,12,1,12,69
2,10,16,0,7,15,6,4,14,7,6,15,8,0,51
1,8,7,15,12,17,10,9,18,6,16,13,8,12,73
2,12,15,17,6,10,18,0,6,3,1,11,0,18,54
7,9,12,11,17,1,19,8,11,12,0,10,0,19,58
2,14,5,4,6,19,10,1,4,4,15,9,13,18,60
4,17,7,9,5,17,13,4,17,5,11,8,6,9,58
12,17,5,18,19,11,9,0,9,16,12,7,17,4,72
3,4,18,12,12,10,10,15,6,14,2,7,13,19,69
7,7,6,6,5,10,7,13,1,2,8,8,4,4,43
12,8,3,0,14,4,15,14,2,5,8,8,5,19,52
1,7,18,13,15,15,2,3,15,8,18,18,3,7,72
7,6,13,9,14,3,15,9,3,14,14,16,14,4,67
14,16,11,0,14,2,4,15,11,1,10,15,4,17,60
1,4,3,6,8,19,0,10,10,0,15,11,4,9,52
14,9,7,1,8,10,3,10,18,15,11,2,2,2,47
2,15,17,9,10,6,19,11,18,3,17,3,0,13,61
0,9,16,13,18,18,9,15,5,6,17,13,16,2,81
8,19,16,13,1,6,15,10,5,15,18,5,13,7,68
8,0,10,13,5,9,0,2,5,4,6,19,6,8,49
14,11,7,7,0,0,3,2,10,10,5,0,6,18,37
6,12,14,10,12,11,4,10,17,7,4,18,17,6,69
0,15,1,4,14,1,17,1,6,13,0,0,8,7,34
14,6,17,18,12,18,11,19,0,7,11,4,12,12,80
19,12,4,0,5,8,10,2,18,11,8,2,19,0,45
8,17,6,7,19,8,0,4,16,18,8,12,17,3,66
2,4,5,17,9,7,19,3,9,0,1,8,14,3,45
3,3,17,18,13,2,6,4,13,18,5,2,19,6,59
16,7,4,2,8,1,2,12,18,19,1,10,5,8,46
18,6,12,3,17,12,5,10,2,16,5,1,0,2,50
19,19,3,1,7,1,9,18,3,12,5,19,12,13,63
4,18,6,3,6,5,14,9,19,8,11,2,4,11,48
3,14,4,8,15,10,17,14,15,13,19,9,6,15,73
0,15,3,11,5,16,11,3,5,11,6,12,19,0,56
0,9,11,19,16,3,4,6,1,12,3,1,18,2,53
17,13,0,17,3,2,0,12,5,6,2,4,5,16,46
3,12,17,2,6,10,12,11,17,17,9,13,1,16,64
19,15,8,8,8,7,12,5,10,6,10,0,3,8,49
17,14,8,4,6,4,5,12,10,5,19,4,3,19,57
4,16,16,2,4,9,3,12,7,0,1,0,6,6,38
11,12,1,15,5,19,15,16,19,17,13,11,4,18,79
8,3,15,13,16,15,13,11,10,16,12,15,0,9,75
2,2,5,5,3,6,4,5,7,11,14,4,3,5,36
19,9,13,6,11,4,15,12,6,15,3,5,13,4,57
12,3,11,10,18,11,2,3,5,12,0,4,13,0,50
16,17,2,7,13,15,6,11,15,13,15,0,17,9,69
11,16,11,1,3,3,2,12,17,6,2,18,7,4,48
16,0,7,17,7,16,18,13,13,5,6,17,0,13,67
6,4,17,5,1,10,3,7,7,13,3,12,13,15,55
12,14,18,19,4,9,13,9,15,1,1,8,1,5,55
9,8,0,2,3,1,12,1,1,13,4,19,8,7,39
2,7,18,9,2,15,18,9,14,9,7,14,10,11,66
0,0,17,18,2,0,19,10,18,15,18,1,7,3,55
12,2,11,16,17,10,5,17,0,12,5,6,4,5,61
5,6,8,7,7,11,8,4,5,17,10,18,18,10,65
17,6,4,12,1,16,13,10,2,9,6,15,5,0,55
5,5,19,4,11,3,14,13,6,16,16,9,11,13,67
0,19,19,3,14,4,5,13,16,13,18,1,2,1,57
13,16,11,16,17,19,19,12,15,11,19,6,15,5,89
12,18,2,19,16,11,3,14,7,3,11,18,12,9,77
10,19,14,13,14,14,3,7,14,8,18,6,13,3,73
13,15,0,8,1,14,3,8,1,17,14,16,11,13,65
3,13,7,16,8,3,4,9,15,17,1,0,0,15,47
8,2,6,2,4,2,19,17,19,6,13,8,15,1,50
7,4,14,14,19,14,14,5,8,14,5,17,17,15,80
3,14,0,8,7,9,7,15,0,14,18,5,19,5,61
19,18,12,12,5,16,3,6,14,13,6,12,4,3,64
19,7,2,9,15,11,1,7,10,3,17,9,14,11,64
2,8,17,17,18,0,1,7,13,8,11,8,1,2,54
1,19,16,0,3,1,10,1,15,0,5,10,9,11,41
16,11,19,7,17,8,3,17,1,3,0,0,8,4,54
3,19,18,3,18,10,14,3,16,4,3,16,3,3,58
19,19,19,15,5,14,10,8,9,15,1,15,16,13,80
12,5,11,14,19,5,7,19,3,14,14,4,2,17,71
15,13,13,4,7,13,16,6,1,4,10,4,2,18,56
16,13,8,0,9,10,2,11,6,16,1,16,7,0,52
10,15,2,2,15,0,2,16,10,8,10,19,3,3,53
5,9,4,11,18,13,3,14,0,7,11,16,13,8,70
14,7,0,5,14,1,18,4,14,14,0,18,18,4,54
4,8,10,4,9,11,4,4,18,19,4,13,12,5,56
16,5,8,5,11,0,18,4,1,1,4,3,10,3,36
3,15,13,13,8,19,0,15,7,13,5,11,9,10,71
10,17,10,2,1,7,17,10,8,12,7,12,12,14,59
3,7,19,0,18,19,1,10,6,10,4,3,2,17,59
8,14,2,15,19,16,3,3,4,3,9,3,0,4,51
10,10,18,9,18,13,12,13,17,1,17,17,7,3,77
0,16,3,3,18,17,4,2,10,15,19,6,13,0,61
10,16,16,7,16,5,2,15,9,5,2,18,17,12,71
9,6,7,18,8,12,2,10,4,6,0,19,12,10,62
4,4,7,7,17,18,4,12,9,18,16,6,18,18,78
17,3,18,15,13,19,11,14,16,7,3,0,17,2,70
0,5,5,14,1,4,5,15,9,4,13,11,5,10,49
5,12,18,5,0,0,13,8,3,17,18,16,10,8,62
8,12,17,5,5,5,9,15,5,1,18,19,10,1,63
12,1,2,15,5,2,15,7,12,9,9,12,0,18,51
3,19,14,13,6,4,11,18,2,17,19,15,11,9,78
15,18,10,3,10,15,11,13,19,6,1,18,16,16,74
15,18,18,8,2,7,8,6,8,12,6,11,4,14,60
14,17,5,4,1,13,19,16,13,5,18,2,17,17,69
14,2,9,18,10,15,3,16,8,19,16,4,8,15,77
10,1,5,11,8,2,4,10,17,18,3,7,0,2,41
19,3,17,6,3,11,15,3,7,4,16,7,1,6,52
11,5,7,13,9,0,1,12,4,0,19,19,18,16,68
15,14,11,18,4,8,18,6,4,13,1,13,19,11,69
7,15,2,16,5,5,2,0,7,8,16,15,3,2,50
3,18,6,5,10,1,11,2,14,3,8,9,2,8,41
6,14,7,19,8,10,19,17,4,12,7,17,18,7,78
13,4,12,0,10,5,14,17,1,17,10,19,7,12,66
18,5,11,2,5,13,9,6,7,6,19,5,15,10,60
5,19,1,13,7,19,4,9,8,17,6,1,10,12,61
17,3,0,19,11,8,10,2,19,16,1,6,7,7,52
19,18,17,9,19,2,6,17,8,7,6,5,1,18,68
6,13,2,19,16,13,11,6,9,4,9,3,4,14,60
15,6,7,0,17,7,8,18,3,9,12,4,8,8,57
18,0,6,7,12,6,3,11,0,4,16,4,11,9,53
0,16,16,9,19,0,6,7,1,6,1,7,8,1,47
0,17,19,3,5,17,12,4,17,18,7,19,1,13,68
2,0,10,6,7,9,4,5,5,1,10,15,5,19,50
17,17,19,12,4,3,19,4,3,10,19,19,0,7,69
18,12,10,13,13,4,18,14,3,2,15,14,11,19,77
9,14,17,14,14,0,3,14,4,11,4,18,11,2,66
13,11,9,2,4,12,17,18,11,1,1,16,16,2,58
8,0,12,14,11,5,7,4,15,3,7,8,2,8,47
2,16,11,5,16,2,7,16,12,19,9,19,2,0,63
0,17,0,13,7,1,16,3,11,13,17,1,6,7,47
16,0,7,12,9,2,1,11,8,2,8,2,12,12,47
3,0,19,12,8,18,0,0,12,5,12,18,8,1,60
11,4,3,16,14,15,16,15,10,4,8,4,12,7,64
7,6,9,0,8,4,17,0,12,4,4,17,17,6,47
8,14,5,3,15,6,5,14,12,9,18,3,4,12,58
8,18,15,5,14,6,2,10,16,13,3,14,14,15,69
19,2,18,9,0,2,8,11,12,15,7,11,19,12,63
11,1,10,9,15,15,4,19,9,19,10,14,7,2,71
8,4,18,15,9,10,11,9,7,19,4,6,16,18,72
7,17,7,14,3,2,10,15,1,9,3,9,9,10,53
0,11,6,5,6,14,13,14,6,2,7,16,8,2,53
5,8,9,8,0,14,5,1,7,8,16,7,6,0,45
14,16,14,6,7,15,19,16,17,9,16,8,1,6,70
13,18,6,10,19,1,1,8,6,13,5,0,3,11,51
15,5,19,3,15,0,17,6,7,9,16,14,13,8,66
2,1,3,1,18,9,19,0,15,7,8,16,8,3,48
2,18,1,14,3,5,14,16,15,7,19,10,3,15,63
5,17,8,13,3,18,1,6,1,6,3,10,17,8,59
9,11,1,10,14,6,15,19,3,4,0,16,18,14,66
14,9,12,13,14,17,14,13,11,13,6,3,16,12,76
3,0,3,8,16,19,19,17,9,9,1,5,1,17,59
6,8,7,1,10,13,2,1,9,11,13,7,19,11,56
8,0,9,5,18,6,8,6,7,13,4,1,5,9,45
10,7,13,2,4,14,12,2,3,5,8,10,6,10,49
5,0,2,14,18,18,11,11,9,14,2,16,12,13,71
3,9,8,7,6,19,14,4,9,4,12,13,14,13,64
10,0,15,3,3,19,12,15,12,19,3,17,0,17,66
18,2,13,3,17,0,3,10,4,1,9,6,0,19,48
2,6,13,4,13,6,19,1,2,11,2,19,0,7,48
18,1,10,15,11,9,5,10,4,6,16,2,9,19,65
18,3,12,17,0,16,0,19,10,5,16,0,8,17,68
1,5,11,10,5,17,11,14,9,17,11,2,2,17,62
3,18,15,9,18,17,8,3,4,7,12,9,5,9,67
19,17,18,1,13,2,17,3,13,18,17,14,2,16,72
0,0,11,13,9,3,7,14,10,3,4,16,2,16,53
2,13,16,7,7,0,16,11,3,1,1,6,17,13,50
7,14,2,6,17,18,7,14,13,15,19,7,4,13,74
5,7,4,10,15,7,6,2,13,17,6,12,4,9,53
15,13,14,7,8,12,13,19,11,14,6,16,18,15,82
14,3,19,8,19,1,14,18,12,11,9,16,9,15,76
19,6,0,9,9,2,9,0,19,18,6,19,16,7,58
8,11,19,17,9,10,7,9,3,13,6,11,12,4,68
8,12,13,15,0,3,19,16,1,17,5,19,6,12,67
6,8,12,16,18,3,3,14,2,10,1,0,18,11,59
9,13,9,14,0,12,0,2,17,1,13,3,17,14,56
0,7,12,10,7,9,10,16,8,18,6,1,17,7,59
5,14,2,2,12,19,1,0,6,15,16,3,3,1,48
4,12,19,2,1,19,18,9,1,5,18,17,7,16,72
14,3,11,5,17,5,4,8,12,1,3,6,14,16,53
8,10,9,7,10,12,16,16,14,3,4,14,12,6,63
15,15,9,0,19,5,5,4,6,17,7,16,18,18,71
1,6,4,6,2,18,17,15,12,17,18,3,14,10,65
4,8,14,19,17,4,18,12,13,15,14,9,11,16,80
3,8,8,15,16,16,6,19,6,19,10,1,0,14,69
11,9,14,14,14,1,7,1,14,3,14,4,2,9,52
17,0,16,5,3,11,7,0,16,0,6,16,15,18,58
12,16,15,6,15,8,19,10,18,13,15,4,12,8,72
3,11,16,9,7,0,17,7,1,16,19,3,12,9,60
0,9,3,18,5,4,7,13,6,17,9,18,17,3,64
10,17,3,0,2,6,15,13,10,6,16,19,0,9,55
9,14,10,8,11,16,17,12,7,1,18,12,10,5,71
11,0,4,4,7,16,17,19,14,11,2,8,7,8,55
16,15,17,3,9,7,11,15,8,3,8,3,3,6,53
16,11,7,10,8,7,7,18,16,1,0,9,4,5,50
2,15,10,2,11,2,14,3,3,0,14,14,15,8,53
4,9,18,13,1,18,11,14,11,3,4,16,16,13,72
10,14,1,0,8,13,18,4,7,2,7,9,3,18,48
14,15,13,7,6,3,13,0,18,8,16,11,6,6,56
7,16,14,7,18,3,18,12,2,15,19,15,9,10,78
13,8,0,2,15,7,1,9,2,16,18,10,13,16,64
10,8,0,1,14,17,3,12,13,6,10,0,17,6,54
6,8,8,18,9,12,10,18,19,1,15,2,0,17,65
19,11,3,6,5,3,1,19,10,15,5,15,0,11,55
15,13,6,5,19,19,6,0,4,3,9,2,2,2,49
14,15,19,0,19,18,16,16,15,6,8,19,18,11,88
6,1,10,7,10,2,2,5,1,19,9,6,1,19,48
19,14,14,11,7,0,7,14,9,0,2,10,0,4,47
12,16,17,7,9,1,0,14,3,19,18,12,1,18,71
0,8,8,16,9,8,17,10,3,10,13,4,11,17,64
5,5,8,6,10,15,9,5,1,16,4,14,0,18,57
0,19,12,2,10,13,17,15,8,0,12,8,10,9,62
19,5,17,4,3,2,4,8,12,8,3,16,17,3,53
13,0,18,12,13,4,18,14,12,16,13,8,10,17,75
11,13,17,12,8,2,4,3,19,0,7,16,4,2,51
19,9,13,5,13,6,18,0,14,7,12,14,7,18,66
4,12,6,11,14,8,6,11,7,17,7,15,1,18,66
7,10,18,10,14,0,3,9,0,18,2,9,12,18,63
9,17,4,15,12,10,19,16,9,17,15,7,5,5,72
0,1,10,5,17,10,7,7,18,5,19,8,13,11,62
7,1,3,11,11,18,19,7,0,10,6,12,15,2,60
10,10,16,5,9,8,7,10,15,8,17,15,2,0,60
13,2,3,5,15,16,11,16,0,3,18,18,13,0,68
16,15,3,5,14,11,8,8,3,13,18,11,18,8,72
10,12,2,9,3,17,13,16,15,15,4,1,10,10,58
3,4,8,6,14,5,10,14,18,1,5,11,13,10,54
17,12,19,4,10,8,13,18,18,5,8,3,6,7,62
9,12,6,5,1,7,6,5,7,12,7,12,5,8,46
10,12,11,3,6,16,10,8,14,18,18,19,18,12,81
15,0,13,2,8,15,18,5,8,3,6,15,0,17,56
5,16,10,15,14,18,18,17,19,19,8,19,3,8,86
0,6,3,3,6,8,2,19,19,7,0,10,3,0,38
2,19,0,2,11,13,14,9,11,5,16,1,17,0,53
0,0,0,5,15,0,9,5,15,4,3,7,2,14,33
10,16,3,18,13,2,9,11,14,4,0,5,8,13,54
9,12,0,9,9,13,14,15,2,6,18,18,1,15,69
15,9,18,0,2,6,11,15,4,5,1,16,2,10,50
19,0,10,6,15,5,19,0,16,14,2,3,6,17,52
13,11,16,8,16,18,15,9,3,9,19,12,12,10,83
9,3,1,3,2,17,9,7,16,17,5,9,1,4,44
0,17,9,12,6,4,1,18,12,8,2,1,0,3,42
4,5,0,8,3,17,12,6,12,2,0,10,15,5,44
12,16,18,6,3,18,7,3,14,9,1,15,13,16,68
3,2,19,8,9,11,0,6,6,6,9,10,7,16,57
5,11,18,8,3,3,5,5,4,8,0,19,17,10,55
18,2,0,12,1,11,17,5,6,15,11,4,17,0,52
16,17,13,17,4,19,5,13,19,13,12,16,13,0,82
16,3,8,0,18,0,18,15,17,10,18,7,8,11,62
0,16,11,6,19,4,0,6,11,15,19,16,6,5,66
5,0,12,5,9,14,18,11,13,8,16,2,12,16,64
2,9,4,14,10,3,4,6,19,11,3,16,16,1,53
3,6,13,3,17,13,17,1,1,10,1,4,11,17,54
13,17,6,14,4,9,16,15,8,7,14,6,3,11,63
6,12,11,3,0,11,0,17,11,1,17,16,15,17,67
8,8,7,16,2,15,17,11,12,16,2,11,7,5,61
4,18,16,7,16,2,16,14,6,9,9,13,1,14,66
16,8,5,10,17,4,7,8,10,2,2,8,3,14,50
1,7,2,0,1,13,12,10,18,7,6,18,5,8,47
7,9,6,19,5,10,7,0,19,14,15,1,4,19,59
9,0,9,3,0,18,6,4,19,11,9,4,16,6,50
11,3,13,13,13,0,15,5,16,6,8,16,9,10,60
15,6,0,0,14,17,7,4,6,11,10,4,1,5,45
7,7,17,5,14,13,17,6,11,14,3,10,3,12,62
8,15,18,17,16,0,14,17,2,10,6,17,11,2,73
9,6,8,13,4,4,4,3,16,7,18,13,4,0,50
0,18,17,13,8,10,1,13,6,11,6,11,11,0,62
15,7,0,12,5,5,19,19,13,1,12,5,8,1,51
12,15,0,16,2,14,10,1,5,15,15,3,15,8,60
19,12,2,2,10,17,10,15,14,11,6,2,9,8,58
17,5,2,11,16,7,19,19,2,11,16,5,5,8,66
12,16,0,11,0,8,16,11,13,6,8,10,5,8,52
19,10,13,18,7,3,11,19,8,6,15,9,0,18,71
13,14,8,4,11,15,0,7,17,19,15,17,12,16,78
9,5,12,1,12,10,4,17,10,11,15,9,3,1,57
9,8,15,16,15,8,13,10,15,17,12,3,16,8,74
19,0,7,10,16,5,9,11,18,17,13,2,9,13,64
4,3,1,9,11,9,3,8,18,13,0,19,16,15,60
15,1,11,11,13,13,14,5,7,17,10,8,2,2,59
13,1,19,13,4,13,17,17,5,10,12,10,13,7,73
0,7,7,18,8,7,7,8,4,8,4,6,7,0,45
17,12,16,4,14,9,4,6,1,19,3,8,8,17,64
12,15,19,1,1,11,3,1,5,7,1,8,13,3,44
17,9,16,8,18,9,15,8,10,9,1,8,13,4,63
13,15,18,1,16,6,6,1,14,11,16,0,18,16,66
0,9,4,2,4,6,6,17,0,16,7,15,18,7,55
17,11,17,0,2,16,14,7,19,11,16,11,2,13,66
10,13,11,9,0,7,6,4,15,12,0,16,4,6,48
10,4,6,13,2,2,2,12,18,9,11,1,4,1,40
8,11,7,17,13,19,13,15,10,4,0,2,1,1,55
16,3,8,13,14,14,0,11,7,12,2,7,16,19,69
7,5,6,17,8,17,7,2,12,7,13,18,2,11,65
5,2,6,4,16,19,17,15,5,10,3,18,18,1,68
4,4,2,2,2,5,1,19,19,14,12,4,13,19,53
14,3,8,16,1,13,13,6,11,10,7,3,18,6,57
2,15,4,14,5,1,5,14,7,12,10,18,4,8,57
11,3,13,7,4,13,6,18,2,19,5,8,16,13,67
12,4,1,16,0,6,10,11,14,15,17,9,0,6,54
6,2,16,18,9,7,11,8,1,2,1,12,6,14,56
17,8,10,8,10,10,16,0,2,7,18,6,2,16,59
6,14,10,6,7,1,11,4,5,4,18,11,9,8,52
18,3,2,16,16,12,13,18,19,16,7,9,0,1,66
14,2,1,9,10,16,2,3,17,11,1,18,9,6,55
14,1,11,18,5,8,14,7,6,9,10,16,6,0,59
11,6,6,19,9,14,15,6,10,13,13,12,7,1,66
11,13,0,3,17,0,17,18,10,9,3,0,5,10,46
8,16,4,3,6,1,7,10,3,17,10,2,16,7,49
13,12,19,19,7,15,14,15,3,0,17,4,5,17,77
4,3,12,2,14,17,10,4,2,10,11,12,0,1,51
5,6,11,0,10,6,19,4,17,11,13,2,11,2,47
16,1,9,13,12,12,16,4,1,6,18,17,19,10,75
19,3,10,6,10,9,1,10,15,11,16,15,0,4,60
17,18,15,18,2,4,13,5,17,4,7,17,13,5,66
18,12,13,18,5,10,11,17,13,7,6,1,16,8,68
13,5,5,1,5,0,17,19,2,8,7,13,14,9,52
6,3,10,4,11,15,1,9,15,13,19,9,14,6,65
18,12,9,4,8,3,7,12,3,7,1,1,19,1,45
12,10,3,0,13,9,6,1,11,4,4,17,2,4,42
4,1,10,0,2,7,2,7,5,14,13,9,15,6,46
8,4,14,16,19,11,0,5,9,0,9,18,19,1,69
11,12,18,19,1,17,4,11,16,13,15,15,13,1,79
18,4,9,14,7,0,15,8,3,10,8,18,19,17,69
18,6,6,7,2,6,3,6,18,4,18,5,14,8,52
1,5,13,8,14,15,8,7,16,7,16,12,3,5,62
